name,frameTime,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,label
'MC03-Session1-wav_headMic-0592.wav',0.0,14.06045,0.1499726,13.53189,13.54175,13.55409,0.02219391,4.383264,3.028625,34.73478,0,1.034599,0.22443,0.9504291,0.9653654,0.9950323,0.04460323,1.066846,0.3421051,6.552782,5.968057,0.6983027,0.5312878,16.82042,0.2493062,8.72511,0.3543554,6.800436,0.6068337,3.194457,1.421342,0.002625633,3.305209,0.4415825,1.027411,1.743465,0.2144474,42.79429,0.9160998,24.14487,0.07108222,738.8907,0.2086192,1445.64,0.122408,-26.03638,-1.258109,1650.705,0.1334644,1466.542,0.2434809,-30.90779,-1.032597,2667.788,0.05495024,942.6486,0.2764325,-35.74106,-0.8724741,-13.30628,-0.1524983,26.27778,0.06702556,-0.0603374,-0.1511964,-0.007018263,-0.8757132,0.680941,0.5300074,16.44299,0.2175616,8.790799,0.3618041,7.153014,0.5102907,3.601623,1.079894,-10.50066,26.55025,-0.03763751,-0.02200681,1.266629,1.06383,1.648352,0.57,0.3919184,0.03,0.01,-18.70523,0
'FC03-Session1-wav_headMic-0256.wav',0.0,17.65784,0.5055484,13.51483,13.56,13.59998,0.08515358,21.8843,15.01632,100.1132,0,0.4998426,0.7718431,0.2962429,0.3051991,0.634967,0.3387241,10.62311,8.393617,6.538872,3.556258,0.3277455,1.34834,14.68228,0.492813,11.09196,0.5941412,8.081179,0.4194981,2.748593,2.503823,0.004776509,1.841735,1.062688,0.7595599,2.273807,1.853783,76.43476,0.7235999,25.02045,0.2282541,765.526,0.2386164,1376.189,0.1673847,-76.70266,-1.074845,1776.207,0.1404538,1256.465,0.244959,-79.3242,-0.9927953,2733.228,0.07942264,1141.831,0.5398349,-81.71111,-0.9481623,-13.90784,-0.320153,24.40418,0.1806637,-0.03517111,-0.7830386,-0.001583668,-4.244982,0.2362213,1.464913,13.72765,0.5138744,12.74929,0.282328,8.582103,0.3221914,2.396946,2.285572,-11.92708,23.98577,-0.01769734,-0.002482493,0.5681618,2.068966,2.142857,0.3133333,0.182635,0.205,0.125,-19.16993,0
'MC01-Session2-wav_headMic-0254.wav',0.0,20.51515,0.2742146,13.5691,23.81698,25.5074,11.93831,-13.63481,0,58.54344,0,0.1240524,1.081338,0.05609371,0.05953415,0.1532915,0.09719776,3.624443,2.768733,1.646221,0.9160672,0.04359129,1.180514,15.79011,0.6995718,11.04072,0.7314382,9.107604,0.6043279,4.7493,2.310357,0.01601693,0.6608023,1.703875,0.7914058,3.107551,1.208797,19.13813,1.735871,32.16301,0.2187976,861.1009,0.2217498,1306.536,0.1601558,-162.8272,-0.4295065,2017.601,0.1510128,1112.341,0.1838738,-165.8428,-0.3873107,3071.85,0.08250868,980.0234,0.4164947,-166.9424,-0.3712725,-19.76449,-0.3323711,32.13666,0.1876289,-0.007190625,-5.467268,-0.01599458,-1.695562,0.1043369,0.7787081,30.40103,0.4948601,17.59162,0.4868602,5.444402,1.347742,-4.249124,-3.416828,-15.26627,26.95896,-0.03453774,0.01460801,0.02973762,2.290076,2.4,0.07666666,0.05249339,0.2375,0.1418406,-36.04396,0
'MC01-Session3-wav_headMic-0397.wav',0.0,15.94408,0.2927735,13.50646,13.54835,24.3273,10.82084,11.41797,7.572855,62.81372,0,0.4304481,1.162506,0.2369691,0.2431748,0.3408575,0.1038884,4.130971,3.695165,4.382658,3.206843,0.1671052,1.192133,14.43164,0.5020021,7.625154,0.6981767,6.397124,1.190965,6.567254,0.9161568,0.002660962,1.21936,0.8514798,0.7767167,1.505444,1.633856,83.44439,0.8525125,21.70859,0.1118588,781.5206,0.255544,1305.755,0.1994825,-104.3829,-0.8213859,1776.724,0.152508,1171.115,0.3082488,-105.7879,-0.7955432,2733.662,0.0834631,1014.572,0.4953774,-108.2984,-0.7551662,-11.04442,-0.2403939,22.50843,0.101587,-0.03691347,-0.4964026,0.0002915527,25.07544,0.2073095,1.294393,16.37538,0.5629566,6.551686,0.998392,4.077093,2.369335,7.206816,0.7313405,-12.2646,23.44217,-0.04561051,0.002332677,0.1298203,1.257862,3.896104,0.125,0.03593976,0.1083333,0.07289643,-24.5627,0
'M03-Session2-wav_headMic-0062.wav',0.0,28.58291,0.04298415,27.52611,28.30152,29.73164,2.205528,46.77474,0,15.65185,0,0.4021227,1.594537,0.1229336,0.1307446,0.2846939,0.1617603,5.081007,5.760855,6.454436,3.20312,0.2304352,2.049891,21.39234,0.4842249,4.036203,2.008766,4.200533,1.714531,0.89294,9.769279,0.02813785,1.244653,1.108514,1.263306,6.453129,0.3798539,11.35787,0.4033663,30.0238,0.2115796,724.0433,0.3288992,1398.949,0.1608179,-180.4311,-0.3219639,1809.365,0.1811895,1187.593,0.2911079,-180.8293,-0.3020758,2860.344,0.1386115,1160.802,0.4088543,-181.8681,-0.2847055,-15.29236,-0.5502126,28.07761,0.193684,0.003001348,5.432632,-0.03411057,-0.8993537,1.218926,0.4632159,44.9656,0.1256024,-3.560557,-3.488944,4.585785,3.274654,-6.68589,-2.600316,-14.47558,27.94189,-0.03722177,0.001344574,0.112577,0.6802722,1.038062,0.09666667,0.07586537,0.84,0.7597806,-19.78874,1
'FC02-Session3-wav_headMic-0702.wav',0.0,15.38954,0.399878,13.49382,13.52467,13.55714,0.06332588,13.13768,9.252095,108.3123,0,0.3400509,0.6079909,0.2653346,0.2704598,0.2920798,0.0267452,3.406733,3.998165,2.055916,2.13397,0.165064,1.124503,13.98189,0.2433868,10.97672,0.4699495,10.38808,0.8458357,1.20146,8.17189,0.00283369,1.957368,0.9696634,0.6900917,1.204688,2.304751,81.1925,0.7898076,23.57758,0.07691474,790.8111,0.2018953,1364.345,0.1291006,-68.5905,-1.111683,1819.729,0.1285602,1177.393,0.140409,-73.76358,-0.9920022,2746.929,0.06018117,993.3498,0.272609,-74.4892,-0.9742714,-13.52311,-0.1716172,24.14969,0.09219597,-0.04246669,-0.5005233,-0.0006029895,-15.45005,0.1623066,1.242047,14.17686,0.202836,11.35752,0.4637648,10.1342,0.9471889,1.36395,7.660164,-12.18861,22.16368,-0.0391162,0.0003246856,0.1780549,1.492537,3.571429,0.1928571,0.1906915,0.08,0.06377042,-25.86978,0
'FC02-Session3-wav_headMic-0064.wav',0.0,18.33549,0.465286,13.51971,13.55794,32.55907,19.03936,10.95989,7.012898,28.24654,0,0.4952414,1.328989,0.231326,0.2362949,0.3440178,0.1126918,1.065957,0.7321327,4.681513,0,0.1864159,1.368152,15.59544,0.5343795,9.576778,0.8923224,8.686041,0.8457499,4.106196,1.713474,0.006682478,1.862212,0.7940843,0.7258313,2.921993,1.473,55.98112,1.068536,22.12865,0.2000387,736.0009,0.2235759,1446.6,0.1717611,-50.19776,-1.261994,1703.887,0.1349367,1331.271,0.2477958,-54.52244,-1.120407,2674.235,0.09197602,1030.1,0.3197035,-57.6171,-1.03378,-13.64525,-0.3927551,25.06754,0.2177477,-0.03591071,-0.6547266,-0.001233319,-10.70342,0.2037254,1.372185,16.41857,0.5487425,9.595477,0.975454,8.800362,0.9150088,2.875779,2.450191,-13.22428,24.99157,-0.05227751,0.005930618,0.1153233,0.3745319,3.435115,0.23,0.2617038,0.05,0.03162277,-20.63743,0
'MC01-Session1-wav_headMic-0305.wav',0.0,14.46695,0.216048,13.52493,13.55025,13.57585,0.05092144,5.300122,3.356446,26.3913,0,0.4228867,0.520584,0.3303299,0.3383394,0.3944306,0.06410074,1.601466,1.473223,4.035522,3.22052,0.1930888,0.6855609,14.07084,0.5493145,9.443697,0.6376043,9.044342,0.6377315,6.05082,0.7710372,0.01241577,5.159903,0.9208701,0.5448565,0.6902592,2.999402,70.0118,0.8272896,24.00919,0.1554008,764.6677,0.2093028,1391.934,0.2008666,-52.7384,-1.295414,1755.388,0.1314686,1303.778,0.2970934,-58.73238,-1.113317,2713.12,0.07504423,980.3077,0.2143555,-61.06153,-1.053413,-13.53285,-0.1699645,25.3174,0.143466,-0.04641796,-0.3883184,-0.002463686,-2.271502,0.1872048,0.7195199,15.30006,0.4947789,10.86937,0.3334356,7.307246,0.4239616,5.112908,0.7837444,-8.24183,16.10295,-0.04622253,0.001442313,0.2221571,0.8032128,2.868852,0.27,0.2968886,0.07,0.09018499,-25.86595,0
'MC02-Session1-wav_headMic-0054.wav',0.0,14.14859,0.1556869,13.52274,13.54147,13.56427,0.04152584,3.483118,2.400827,44.26498,0,0.4738985,0.8147605,0.3408156,0.3473237,0.3590998,0.0182842,8.201222,8.372944,5.827282,4.107651,0.2303025,1.167275,14.85716,0.4401546,8.657449,0.5003761,9.456887,0.8684112,6.489068,1.292854,0.004153096,2.401864,0.9562357,0.5625446,0.7824076,1.69503,61.19238,0.9243037,22.0308,0.1148594,767.2504,0.20839,1390.381,0.1183093,-33.85775,-1.507152,1739.674,0.1304661,1242.227,0.2077973,-40.24995,-1.2202,2682.026,0.07521765,993.13,0.2701932,-41.47132,-1.177107,-13.13316,-0.1139699,24.0034,0.1149314,-0.04965275,-0.2455424,-0.004839231,-0.9809347,0.2197364,1.304965,15.19406,0.4056438,9.038996,0.4052274,8.951642,0.859478,5.692909,1.442604,-9.181854,17.49585,-0.05002128,0.005153971,0.3719141,1.123596,1.149425,0.78,0.5324159,0.11,0.03,-22.10052,0
'F03-Session3-wav_headMic-0061.wav',0.0,19.53658,0.4937879,13.48335,13.54558,34.42656,20.94322,53.64748,37.06648,86.864,0,0.2040664,0.6406372,0.1262374,0.1363057,0.240327,0.1140896,1.554942,1.578389,1.791597,1.060122,0.07117333,0.8579989,18.22812,0.5332266,4.961395,1.377047,6.674479,0.8673428,2.730838,2.874766,0.008135199,1.743793,1.237718,0.6910751,3.676133,1.15309,25.95122,1.249651,27.37781,0.2896381,836.8975,0.1696198,1237.521,0.1350247,-123.2824,-0.6847659,1841.724,0.1224884,1236.82,0.1733284,-127.2764,-0.6278632,2876.681,0.09092873,871.7422,0.2046563,-129.8879,-0.5948735,-17.39547,-0.2005657,32.24754,0.1488777,-0.03736134,-0.7089289,-0.001511769,-11.68668,0.09177576,0.9279494,23.44204,0.4956785,8.823966,0.5270929,4.714231,1.014357,-0.3176336,-31.21292,-11.81085,23.20602,-0.04441714,0.008707318,0.05818404,1.935484,4,0.09666667,0.04818944,0.162,0.08704022,-33.05323,1
