name,frameTime,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,label
'HC_FREE_0137.wav',0.0,24.26199,0.1439693,22.83216,24.02152,26.33567,3.503511,314.4811,333.779,70.26582,87.26135,0.2874012,0.5525377,0.1323013,0.2552934,0.413147,0.2808457,3.477082,2.027501,2.832105,1.855852,0.1534689,1.140803,28.26602,0.5175486,17.89911,0.5337396,17.57887,0.6699612,8.034173,1.387862,0.03527681,2.654026,1.104735,1.028935,5.271238,0.8142762,4.265212,3.702233,30.69637,0.3210973,514.9055,0.3466717,1326.252,0.1647734,-64.42776,-1.240743,1574.712,0.1698707,1107.269,0.3115278,-77.64479,-0.9189705,2622.975,0.1085196,959.9857,0.3886201,-81.51241,-0.8442533,-25.26269,-0.211519,34.38483,0.1567522,-0.006769056,-5.816456,-0.02696339,-0.5285089,0.1739547,0.9688,35.38793,0.26839,21.0312,0.3855785,19.61941,0.6410687,7.243255,1.709186,-12.79228,19.84129,-0.06151006,-0.004710501,0.09695681,3.33587,1.967505,0.3621936,0.3056273,0.1362676,0.2201684,-35.18636,0
'HC_FREE_0080.wav',0.0,22.24507,0.1466841,20.62792,22.33883,24.11463,3.486708,187.8565,214.0246,85.42699,149.9921,0.3564572,0.647295,0.1470181,0.3134789,0.5429206,0.3959025,5.295854,2.957831,5.057985,3.575503,0.1461805,0.8379923,31.91001,0.4511533,6.796757,1.504487,15.29118,0.9070952,12.84181,0.9725056,0.02828409,2.438765,1.237281,0.9400596,3.364837,1.287148,4.669527,3.806885,22.47025,0.5951154,425.8493,0.2720953,1193.608,0.1469866,-50.9408,-1.510082,1427.021,0.1186737,889.4082,0.2654199,-61.63577,-1.148003,2376.557,0.09527425,871.1489,0.3911116,-65.75735,-1.043821,-17.67641,-0.3189984,25.47201,0.2587304,0.006089711,4.801863,-0.01983706,-0.7208956,0.1686389,0.7484314,37.57337,0.2505349,6.693768,1.568241,17.09823,0.8532068,13.91133,0.9465502,-10.16533,17.55189,-0.03370334,-0.007789323,0.07038314,4.070407,2.095974,0.3597368,0.3424485,0.09756757,0.1080642,-36.10288,0
'HC_FREE_0081.wav',0.0,25.46642,0.1725613,23.26222,25.23713,28.85868,5.596462,205.828,310.4711,91.47948,93.39745,0.3137823,1.028973,0.05773796,0.1679988,0.5658594,0.5081215,8.3678,6.16698,7.071154,4.911314,0.1930001,1.316341,22.81006,0.7032674,12.27976,0.7898958,11.18684,1.140659,8.484623,1.4976,0.04777149,2.060445,1.303007,0.8791306,4.377545,1.048936,3.681918,4.220064,29.41895,0.4456638,513.1967,0.3393053,1287.684,0.1727688,-110.2686,-0.8371425,1528.93,0.177984,977.486,0.3666835,-117.5103,-0.7176878,2600.261,0.1208825,917.0563,0.3765036,-121.7334,-0.6561189,-22.16683,-0.3529322,32.15846,0.2460558,0.002771553,13.30087,-0.0294621,-0.5920459,0.3372872,0.8509644,36.33832,0.2962539,17.07655,0.6267369,12.50226,1.35335,3.385253,4.319423,-14.51709,20.76179,-0.07005069,-0.004603421,0.0600959,2.367942,1.642336,0.2822222,0.2780479,0.3120455,0.5963967,-32.84279,0
'HC_FREE_0056.wav',0.0,36.24732,0.1512472,33.8703,36.71347,39.86231,5.992016,239.1164,443.156,263.0798,498.8006,0.374469,1.100371,0.05372674,0.1393771,0.7169313,0.6632046,8.785062,5.398216,8.158428,5.905176,0.1955195,1.30538,22.77037,0.6412163,4.477767,2.467273,5.631372,2.231791,2.20663,6.036754,0.02826962,1.846298,0.9748022,1.05777,9.69087,0.5000822,6.018609,3.243591,26.198,0.712424,744.6821,0.20469,1254.71,0.1834253,-119.4911,-0.7546982,1792.601,0.133506,887.8716,0.3658338,-122.0184,-0.6870981,2818.615,0.09516465,865.5893,0.3889683,-125.6585,-0.6352587,-19.29411,-0.4107364,30.36487,0.2857629,0.04818585,0.9176149,-0.02493514,-0.6217142,0.3701056,0.7424681,35.13737,0.3150852,4.660294,3.197015,0.189518,81.76947,-6.535808,-2.143645,-13.63776,20.81504,-0.04797428,-0.004328537,0.04990182,2.54656,1.713633,0.2557778,0.217557,0.3013043,0.4540092,-31.65581,0
'HC_FREE_0122.wav',0.0,28.58197,0.2274749,25.43945,30.11502,33.30822,7.868771,322.0476,392.3921,217.6597,452.9409,0.2616503,0.7111203,0.09303538,0.201899,0.4305279,0.3374926,4.92001,3.218564,3.788764,2.715831,0.1814995,1.63205,19.84499,0.7359586,15.8005,0.6773048,16.44431,0.6674407,3.964604,2.925204,0.04841716,2.361437,1.105804,1.023628,5.87504,1.141585,7.60503,3.375107,26.34619,0.7894759,605.6696,0.3116039,1313.611,0.1772833,-101.1963,-0.8775041,1724.702,0.1396198,924.3787,0.4622532,-108.3226,-0.7465017,2857.625,0.08605032,803.692,0.5797012,-110.7573,-0.7094278,-23.90183,-0.2309388,32.74621,0.2013016,-0.01962787,-2.395143,-0.02699865,-0.4742882,0.2434587,1.298652,30.56398,0.311096,20.56614,0.4990772,20.1825,0.6001868,-0.1540121,-85.78107,-14.44297,21.21397,-0.06772721,-0.007694611,0.1060365,2.794022,1.739555,0.3075701,0.3174602,0.2609901,0.4739251,-35.20306,0
'HC_FREE_0136.wav',0.0,26.86134,0.1524657,24.86465,26.86099,29.43348,4.568832,254.2668,234.9106,64.99565,78.56441,0.3160804,0.5777237,0.1268788,0.3019448,0.4584808,0.3316021,4.484341,2.956853,3.01932,2.140251,0.1546794,1.199323,26.87535,0.5505149,15.96609,0.5973613,16.67228,0.7227385,7.529761,1.55301,0.03120881,2.725609,0.9663869,1.133027,6.496356,0.7134915,6.457063,3.243953,27.20055,0.3341343,492.05,0.3383361,1311.763,0.1738065,-64.02787,-1.240612,1529.505,0.1625868,1017.112,0.3261136,-75.45802,-0.9511824,2626.766,0.08103509,859.597,0.4497651,-79.8545,-0.8617267,-22.82685,-0.2855383,33.02899,0.2193273,-0.006461831,-6.059507,-0.02407599,-0.5484458,0.1856799,1.083833,33.82405,0.2982901,17.91413,0.5272382,17.4976,0.773569,6.087103,2.121027,-12.30574,18.89845,-0.0611933,-0.006020226,0.06872494,2.310107,1.934673,0.3711039,0.2753523,0.1413333,0.2299172,-34.72541,0
'HC_FREE_0132.wav',0.0,30.89619,0.1687603,29.66586,31.57006,34.13361,4.467751,396.5338,567.6146,263.4891,586.0628,0.4573089,0.7153962,0.1487983,0.3760158,0.7202013,0.5714029,7.065407,4.423789,5.213137,3.723127,0.1712093,1.09598,24.10967,0.6716139,13.49927,0.8139771,10.61061,1.124172,-0.005538699,-2262.605,0.02691987,2.954397,0.7950526,1.257435,8.755596,0.5837678,5.403778,2.726926,28.92843,0.5209634,631.193,0.2829437,1343.544,0.1760345,-79.68523,-1.092821,1659.152,0.1539504,1015.74,0.3780698,-87.98495,-0.9054773,2786.189,0.09825745,810.378,0.5181091,-93.1284,-0.812772,-21.43297,-0.3323889,32.36211,0.2196385,0.01351543,3.004707,-0.02781032,-0.5170544,0.2149663,0.857855,33.88916,0.3039949,15.82,0.779211,9.869053,1.431912,-4.842721,-2.643844,-10.99394,17.30656,-0.06859218,-0.005445594,0.08781105,2.567618,1.658975,0.3842105,0.3659332,0.2036434,0.3072407,-31.24198,0
'HC_FREE_0052.wav',0.0,28.80811,0.1777666,27.50503,29.72084,32.23453,4.7295,229.6491,299.0393,165.3,358.4298,0.2851662,0.7895739,0.07321823,0.2263319,0.4732126,0.3999944,4.918958,2.736351,4.154729,2.652738,0.1113358,1.158166,24.72036,0.5749559,11.13439,1.109413,10.6905,1.271761,3.531049,3.055025,0.04229122,2.127752,1.06431,1.050599,6.180756,0.8764781,3.747782,5.623749,27.08832,0.8198239,599.8936,0.2582222,1355.38,0.1656063,-88.73212,-1.030759,1638.012,0.1460642,1056.477,0.4854246,-97.69704,-0.8520148,2691.687,0.1033429,860.9256,0.560087,-101.1231,-0.7943677,-19.71768,-0.3542446,28.74407,0.2616191,0.02721077,1.304731,-0.03177311,-0.451421,0.1517359,0.9180998,33.8196,0.2697608,14.77266,0.8660377,11.10025,1.457005,-0.128594,-87.18915,-13.37296,20.76265,-0.04681858,-0.009304849,0.0527751,2.981553,1.846682,0.3102325,0.1979369,0.2160714,0.2291393,-38.40615,0
'HC_FREE_0053.wav',0.0,32.07378,0.2079499,30.33215,33.54752,36.1384,5.806248,486.7115,687.5836,641.1774,919.2739,0.2851504,1.071611,0.0596929,0.1709096,0.471667,0.4119741,8.665137,6.55477,6.596437,5.320068,0.1236602,1.401715,25.0382,0.5483409,6.510207,1.957737,14.07182,0.975772,1.312545,11.89613,0.04104782,2.494662,0.9344608,1.131844,7.843275,0.7435794,7.614326,2.454914,23.10016,0.8712869,549.2427,0.335197,1294.287,0.1817938,-109.7317,-0.8297637,1624.939,0.1748944,917.9542,0.4189729,-111.127,-0.7565275,2661.049,0.09429406,893.1678,0.5394874,-113.7157,-0.7169818,-19.79276,-0.4633467,29.68407,0.3465025,0.02803758,1.214031,-0.02122381,-0.6395637,0.2011718,1.02313,35.36659,0.2689625,6.858815,2.352549,18.80029,0.8961809,-6.903975,-2.311596,-14.8502,22.85538,-0.04594793,-0.005312561,0.04141528,2.113503,1.921569,0.2577551,0.2556406,0.262,0.4876638,-36.30439,0
'HC_FREE_0133.wav',0.0,29.09323,0.177758,28.24896,29.5568,32.62856,4.379593,305.7899,388.1588,139.4397,348.2234,0.4262966,0.5473689,0.1916488,0.3911475,0.62725,0.4356011,5.669427,3.726469,4.145376,3.431246,0.1832632,1.756988,24.43383,0.5783885,12.90013,0.7712995,14.04112,1.06506,1.101909,10.37517,0.03369163,2.991295,0.7600244,1.181797,7.075344,0.7909516,4.468888,4.349807,24.19427,0.7218601,580.3604,0.2938726,1293.384,0.1617249,-66.04613,-1.261357,1682.829,0.1529315,906.7828,0.4705184,-75.74095,-1.007689,2742.015,0.08369756,889.9451,0.5346016,-79.14474,-0.9349495,-18.90516,-0.3072203,27.77325,0.2234652,0.006487597,5.495097,-0.0283863,-0.4850478,0.1935717,1.32071,31.52435,0.2817487,14.20068,0.7362265,14.58711,1.175328,-2.014969,-5.824679,-10.98779,17.49044,-0.06192932,-0.008050825,0.1568007,3.123681,2.04944,0.337835,0.3081211,0.1392222,0.1925803,-33.36489,0
